City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Taonan,CN,45.3333,122.7833,77.25,70,82,4.14,broken clouds
459,Ahipara,NZ,-35.1667,173.1667,50.99,67,96,21.81,overcast clouds
460,Ambon,ID,-3.6954,128.1814,77.14,100,40,3.44,light rain
461,Bludenz,AT,47.1497,9.8167,59.74,94,86,2.24,overcast clouds
462,Belaya Gora,RU,68.5333,146.4167,70.81,34,88,7.58,overcast clouds
463,Kepanjen,ID,-8.1303,112.5727,74.03,91,51,2.04,broken clouds
464,Westport,US,41.1415,-73.3579,76.32,88,90,9.22,moderate rain
465,Grandview,US,38.8858,-94.533,86.34,71,48,3,scattered clouds
466,Shuyskoye,RU,59.3736,41.0305,58.5,97,37,2.21,scattered clouds
467,Kirksville,US,40.1948,-92.5833,77.18,88,55,18.48,broken clouds
468,Huarmey,PE,-10.0681,-78.1522,63.81,82,9,12.01,clear sky
469,Akyab,MM,20.15,92.9,80.28,87,100,1.57,overcast clouds
470,Sur,OM,22.5667,59.5289,87.4,58,19,8.21,few clouds
471,Mitikas,GR,38.6699,20.9466,73.38,62,0,4.09,clear sky
472,Kota Belud,MY,6.351,116.4305,78.66,83,100,2.37,overcast clouds
473,Alihe,CN,50.5667,123.7167,58.17,99,100,5.28,overcast clouds
474,Coihaique,CL,-45.5752,-72.0662,39.15,75,20,3.44,few clouds
475,Ramanuj Ganj,IN,23.8,83.7,75.49,90,100,3.58,overcast clouds
476,Shingu,JP,33.7333,135.9833,80.91,92,96,21.52,overcast clouds
477,Karasjok,NO,69.4719,25.5112,59.11,64,100,15.41,overcast clouds
478,Marzuq,YE,14.4,46.4667,85.46,28,80,4,broken clouds
479,Imeni Poliny Osipenko,RU,52.4201,136.4853,57.24,72,100,4.92,overcast clouds
480,Manaia,NZ,-39.55,174.1333,41.79,63,99,20.11,overcast clouds
481,Skibbereen,IE,51.55,-9.2667,57,93,26,8.52,scattered clouds
482,Waingapu,ID,-9.6567,120.2641,78.49,63,68,10.94,broken clouds
483,Vardo,NO,70.3705,31.1107,55,78,6,6.98,clear sky
484,Ternate,ID,0.8,127.4,81.01,76,74,4.83,broken clouds
485,Geilo,NO,60.5333,8.2076,45.55,87,34,1.59,scattered clouds
486,Vila Velha,BR,-20.3297,-40.2925,64.35,94,75,2.3,broken clouds
487,Sterling,US,39.0062,-77.4286,85.59,63,90,1.01,overcast clouds
488,Churachandpur,IN,24.3333,93.6667,67.55,98,100,2.17,overcast clouds
489,The Valley,AI,18.217,-63.0578,84.06,78,20,14.97,haze
490,Emerald,AU,-23.5333,148.1667,62.74,42,0,8.05,clear sky
491,Svetlyy,RU,54.675,20.1347,59.05,83,45,8.14,scattered clouds
492,Sabalgarh,IN,26.25,77.4,79.25,92,99,4.83,overcast clouds
493,Salym,RU,60.0625,71.4789,65.8,84,100,3.96,light rain
494,Kaspiyskiy,RU,45.3929,47.3707,81.41,74,75,7.96,broken clouds
495,Russell,US,32.3502,-85.1999,90.68,82,73,1.95,broken clouds
496,Fukue,JP,32.6881,128.8419,79.16,94,40,6.91,scattered clouds
497,Chumikan,RU,54.7183,135.315,54.97,70,100,7.54,overcast clouds
498,Nadym,RU,65.5333,72.5167,53.08,73,6,17.43,clear sky
499,Ballina,AU,-28.8667,153.5667,62.56,63,75,12.66,broken clouds
500,Piacabucu,BR,-10.4056,-36.4344,72.28,81,34,7.54,scattered clouds
501,Northam,GB,51.0333,-4.2167,59.67,96,95,9.62,light rain
502,Valle Nacional,MX,17.7833,-96.3167,82.08,83,63,2.51,broken clouds
503,Marystown,CA,47.1666,-55.1483,58.48,89,94,17.11,overcast clouds
504,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,88,42,10.89,scattered clouds
505,Kaoma,ZM,-14.7833,24.8,56.28,42,0,6.04,clear sky
506,Bull Savanna,JM,17.8868,-77.5902,79.03,76,21,1.39,light rain
507,Tahe,CN,52.3333,124.7333,51.55,99,100,3.78,light rain
508,Denizli,TR,37.8402,29.0698,71.13,61,0,3.78,clear sky
509,Pimentel,PE,-6.8367,-79.9342,66.49,80,0,5.01,clear sky
510,Bemidji,US,47.4736,-94.8803,84.18,57,1,5.75,clear sky
511,Teknaf,BD,20.8624,92.3058,79.48,88,99,2.62,overcast clouds
512,Puerto El Triunfo,SV,13.2833,-88.55,81.03,79,74,3.44,broken clouds
513,Tottori,JP,35.5,134.2333,82.47,83,75,9.22,broken clouds
514,Sept-Iles,CA,50.2001,-66.3821,61.23,71,20,1.99,few clouds
515,Qasigiannguit,GL,68.8193,-51.1922,39.13,92,100,7.18,overcast clouds
516,Haibara,JP,34.5333,135.95,83.86,75,98,7.49,overcast clouds
517,Lazaro Cardenas,MX,17.9583,-102.2,83.53,78,77,7.09,broken clouds
518,Magadan,RU,59.5667,150.8,61.99,58,8,7.43,clear sky
519,Berdigestyakh,RU,62.0989,126.6992,67.86,46,59,8.5,broken clouds
520,Neiafu,TO,-18.65,-173.9833,77.68,78,75,6.91,light intensity shower rain
521,Opuwo,NA,-18.0607,13.84,59.31,29,10,3.58,clear sky
522,Itacoatiara,BR,-3.1431,-58.4442,80.8,51,30,2.46,scattered clouds
523,Kilembe,UG,0.2,30,61.34,85,86,3.4,light rain
524,Mokolo,CM,10.7398,13.8019,68.9,94,100,7.47,light rain
525,Nuremberg,DE,49.4478,11.0683,54.57,92,40,8.05,scattered clouds
526,Duiwelskloof,ZA,-23.6934,30.14,58.78,49,0,5.19,clear sky
527,Laurel,US,39.0993,-76.8483,85.48,68,1,1.99,clear sky
528,Limoux,FR,42.9167,2.1667,63.93,69,20,4.45,few clouds
529,Nokaneng,BW,-19.6667,22.2667,57,26,0,4.38,clear sky
530,Mafeteng,LS,-29.823,27.2374,47.19,24,8,7.07,clear sky
531,Tarecuato,MX,19.85,-102.4833,64.65,97,72,3.76,broken clouds
532,Verkhnevilyuysk,RU,63.4453,120.3167,69.39,73,100,2.93,overcast clouds
533,Staryy Nadym,RU,65.6118,72.6842,53.37,73,6,17.29,clear sky
534,Tres Arroyos,AR,-38.3739,-60.2798,43.14,79,99,6.33,overcast clouds
535,Tigzirt,DZ,36.8886,4.1198,77.83,72,75,7.74,broken clouds
536,Homer,US,59.6425,-151.5483,57.09,85,90,9.22,light rain
537,Tefe,BR,-3.3542,-64.7114,79.7,67,68,1.39,broken clouds
538,Kaeo,NZ,-35.1,173.7833,45.32,93,80,13.56,light rain
539,Nurobod,UZ,40.9056,69.8023,72.45,22,0,1.81,clear sky
540,Mogocha,RU,53.7333,119.7667,53.47,99,100,7.52,light rain
541,Rocha,UY,-34.4833,-54.3333,53.35,90,100,14.36,light rain
542,Tyukalinsk,RU,55.8732,72.1967,58.77,96,32,7.56,scattered clouds
543,Te Anau,NZ,-45.4167,167.7167,38.3,85,70,2.84,broken clouds
544,Katsuura,JP,35.1333,140.3,86.11,88,88,26.44,overcast clouds
545,Aguimes,ES,27.9054,-15.4461,68.67,73,20,20.71,few clouds
546,Buchanan,LR,5.8808,-10.0467,76.96,88,47,8.08,moderate rain
547,Hulan Ergi,CN,47.2042,123.6333,67.95,89,100,10.89,moderate rain
548,Luderitz,NA,-26.6481,15.1594,54.27,86,70,7.27,broken clouds
549,Karratha,AU,-20.7377,116.8463,69.96,49,28,6.64,scattered clouds
550,Talnakh,RU,69.4865,88.3972,62.76,58,1,3.13,clear sky
551,Kodinsk,RU,58.6881,99.1844,63.59,61,91,3.4,overcast clouds
552,Tianpeng,CN,30.9866,103.9393,73.87,84,90,1.41,overcast clouds
553,Dwarka,IN,22.2394,68.9678,80.73,76,87,12.62,overcast clouds
554,Taltal,CL,-25.4,-70.4833,57.61,68,29,4.03,scattered clouds
555,Mitchell,US,43.7094,-98.0298,97.59,20,0,9.75,clear sky
556,Yeniseysk,RU,58.4497,92.1703,64.15,74,90,1.36,overcast clouds
557,Sorland,NO,67.667,12.6934,56.89,86,70,9.62,broken clouds
558,Mabaruma,GY,8.2,-59.7833,73.65,98,79,3.15,broken clouds
559,Novobelokatay,RU,55.7062,58.9549,52.59,96,43,2.93,scattered clouds
560,Iqaluit,CA,63.7506,-68.5145,42.53,93,90,9.22,light rain
561,Rantepao,ID,-2.9701,119.8978,70.99,88,74,0.2,broken clouds
562,Tak Bai,TH,6.2595,102.0546,75.18,87,54,4.52,broken clouds
563,Ketchikan,US,55.3422,-131.6461,64.8,69,68,4.65,broken clouds
564,Hendersonville,US,36.3048,-86.62,87.06,62,89,4.54,overcast clouds
565,Menongue,AO,-14.6585,17.691,53.96,25,26,5.17,scattered clouds
566,Inhambane,MZ,-23.865,35.3833,64.35,70,0,6.55,clear sky
567,Phalombe,MW,-15.8064,35.6507,57.06,75,0,2.28,clear sky
568,Kisaran,ID,2.9845,99.6158,74.91,96,90,1.52,overcast clouds
569,Lompoc,US,34.6391,-120.4579,81.57,75,1,14.97,clear sky
570,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,94,75,16.8,broken clouds
571,Evensk,RU,61.95,159.2333,63.84,45,25,11.63,scattered clouds
572,Nuevitas,CU,21.5453,-77.2644,80.55,79,62,8.52,broken clouds
573,Cap-Aux-Meules,CA,47.3821,-61.8597,60.85,82,20,9.22,few clouds
574,Fuxin,CN,42.0156,121.6589,76.64,66,100,1.9,light rain
575,Pemangkat,ID,1.1667,108.9667,79.05,85,89,4.5,overcast clouds
576,Abu Samrah,SY,35.3029,37.1841,76.21,63,0,12.57,clear sky
577,Chadan,RU,51.2833,91.5833,59.27,72,92,1.57,overcast clouds
578,Ous,RU,60.9058,61.5186,56.95,93,91,8.16,overcast clouds
579,Malaya Vishera,RU,58.8454,32.2222,57.63,97,100,5.1,overcast clouds
580,Villapinzon,CO,5.2162,-73.5949,50.5,96,96,3.29,overcast clouds
581,Mayya,RU,61.7333,130.2811,61.92,35,91,8.39,overcast clouds
582,Henties Bay,NA,-22.116,14.2845,51.85,93,47,6.4,scattered clouds
583,Shimoda,JP,34.6667,138.95,82.76,94,71,22.7,broken clouds
584,Douentza,ML,14.9951,-2.9517,86.76,51,85,4.59,overcast clouds
585,Bodhan,IN,18.6667,77.9,80.8,71,99,5.84,overcast clouds
586,Kapuskasing,CA,49.4169,-82.4331,68,88,75,9.22,mist
587,Belogorsk,RU,50.9158,128.4611,55.74,80,100,7.54,overcast clouds
588,Boden,SE,65.8252,21.6886,59,99,100,6.55,overcast clouds
589,Spanish Town,JM,17.9911,-76.9574,85.62,80,40,14.97,scattered clouds
590,Port Augusta,AU,-32.5,137.7667,55.54,49,0,13.53,clear sky
591,Hobyo,SO,5.3505,48.5268,76.3,86,47,22.77,scattered clouds
592,Zhezkazgan,KZ,47.8043,67.7144,65.53,45,0,12.84,clear sky
593,Kyzyl-Suu,KG,42.3414,78.0056,61.11,40,0,8.55,clear sky
594,Gat,IL,31.61,34.7642,80.4,80,0,2.13,clear sky
595,Ambilobe,MG,-13.2,49.05,69.19,86,96,1.54,overcast clouds
596,Dumfries,US,38.5676,-77.328,85.96,71,5,7.67,clear sky
597,Imbituba,BR,-28.24,-48.6703,64.29,92,0,11.43,clear sky
598,Okha,RU,53.5739,142.9478,60.49,57,8,2.64,clear sky
599,Baculin,PH,7.4525,126.5842,76.48,86,100,2.19,overcast clouds
600,Luau,AO,-10.7073,22.2247,63.79,23,12,4.34,few clouds
601,Somain,FR,50.3596,3.2811,59.22,80,67,9.37,broken clouds
602,Atar,MR,20.5169,-13.0499,93.45,26,9,3.06,clear sky
603,Gimli,CA,50.6336,-96.9907,94.42,51,29,18.41,scattered clouds
604,Darhan,MN,49.4867,105.9228,59.11,70,2,3,clear sky
605,Solnechnyy,RU,50.7214,136.6319,49.5,99,100,3.49,overcast clouds
606,Mitsamiouli,KM,-11.3847,43.2844,76.14,64,6,6.02,clear sky
607,Deputatskiy,RU,69.3,139.9,68.32,44,48,2.26,scattered clouds
608,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.69,95,68,1.95,broken clouds
609,Itoman,JP,26.1247,127.6694,82.42,89,40,9.22,mist
610,Menzelinsk,RU,55.7271,53.1026,65.44,70,14,1.32,few clouds
611,Rehli,IN,23.6333,79.0833,74.97,94,99,7.02,overcast clouds
612,Zaysan,KZ,47.4667,84.8667,69.93,29,60,5.41,broken clouds
613,Maun,BW,-19.9833,23.4167,53.56,43,0,2.3,clear sky
614,Salta,AR,-24.7859,-65.4117,68.29,45,0,1.99,clear sky
615,Bure,ET,10.7,37.0667,52.86,97,75,3,broken clouds
616,Ola,RU,59.5833,151.2833,62.65,59,28,4.88,scattered clouds
617,Balakhta,RU,55.38,91.6,60.22,85,1,1.97,clear sky
618,Nyagan,RU,62.1406,65.3936,57.85,97,100,8.3,moderate rain
619,Kanel,SN,15.4916,-13.1763,73.4,94,67,4.61,broken clouds
620,Narasannapeta,IN,18.4167,84.05,81.46,84,96,5.59,overcast clouds
621,Krasnik,PL,50.9236,22.2271,64.27,89,97,4.56,moderate rain
622,Luanda,AO,-8.8368,13.2343,70.72,86,10,6.73,clear sky
623,North Bend,US,43.4065,-124.2243,78.24,64,1,24.16,clear sky
624,Vilyuysk,RU,63.7553,121.6247,75.36,56,82,10.11,broken clouds
625,Takaka,NZ,-40.85,172.8,52.56,44,5,4.21,clear sky
626,Atasu,KZ,48.6814,71.6433,59.59,63,24,11.21,few clouds
627,Kaduna,NG,10.5222,7.4383,69.66,96,95,7.07,light rain
628,Nata,PA,8.3333,-80.5167,76.46,87,100,1.19,overcast clouds
629,Gizo,SB,-8.103,156.8419,82.44,69,45,4.41,scattered clouds
630,Celestun,MX,20.8667,-90.4,84.79,71,19,19.19,few clouds
631,Maicao,CO,11.3832,-72.2432,82.33,63,59,7.63,broken clouds
632,Misratah,LY,32.3754,15.0925,80.67,73,0,11.72,clear sky
633,Tartagal,AR,-22.5164,-63.8013,72.09,44,38,5.03,scattered clouds
634,Kargopol,RU,61.5071,38.9456,56.93,99,73,2.95,broken clouds
635,Tecoanapa,MX,16.5167,-98.75,81.99,83,30,6.71,scattered clouds
636,Wuchang,CN,44.9143,127.15,67.5,72,0,13.31,clear sky
637,Riosucio,CO,5.4216,-75.7032,70.23,97,59,2.44,broken clouds
638,Lere,NG,10.387,8.5726,68.38,96,97,6.8,overcast clouds
639,Saraland,US,30.8207,-88.0706,88.21,79,62,5.64,broken clouds
640,Dongying,CN,37.4564,118.4856,80.65,59,99,2.84,light rain
641,Nanzhang,CN,31.7765,111.8386,72.55,97,100,4.85,moderate rain
642,Innisfail,AU,-17.5333,146.0333,70.97,86,85,10.89,overcast clouds
643,Trairi,BR,-3.2778,-39.2689,79.18,76,8,13.85,clear sky
644,Port Macquarie,AU,-31.4333,152.9167,53.56,62,100,5.37,overcast clouds
645,Mogadishu,SO,2.0371,45.3438,76.33,87,92,18.7,light rain
646,Skovorodino,RU,53.9833,123.9167,55.85,74,100,9.17,overcast clouds
647,Novokizhinginsk,RU,51.6115,109.5917,59.23,66,5,4.29,clear sky
648,Balaipungut,ID,1.05,101.2833,75.61,94,45,1.5,scattered clouds
649,Bridlington,GB,54.0831,-0.1919,58.28,82,53,17.49,broken clouds
650,Doha,QA,25.2867,51.5333,93.18,83,1,6.91,clear sky
651,Dudinka,RU,69.4058,86.1778,59.63,65,3,15.9,clear sky
652,Tarboro,US,35.8968,-77.5358,82.31,89,1,0,clear sky
653,Irmo,US,34.086,-81.1832,87.51,74,72,6.8,broken clouds
654,Orissaare,EE,58.5592,23.0826,61.92,94,92,7.36,overcast clouds
655,Porto Novo,BJ,6.4965,2.6036,76.82,91,100,9.08,light rain
656,Iquitos,PE,-3.7481,-73.2472,80.64,78,75,2.3,broken clouds
657,Conceicao Da Barra,BR,-18.5933,-39.7322,68,82,2,4.74,clear sky
658,Chinsali,ZM,-10.5414,32.0816,55.72,56,0,4.97,clear sky
659,Arlit,NE,18.7369,7.3853,96.26,26,93,6.46,overcast clouds
660,Sandwick,GB,60,-1.25,57.02,94,90,16.11,overcast clouds
661,Fort-Shevchenko,KZ,44.5086,50.263,89.08,35,86,5.53,overcast clouds
662,Pirovskoye,RU,57.6267,92.2658,63,77,76,2.17,broken clouds
663,Fortuna Foothills,US,32.6578,-114.4119,105.55,30,1,8.01,clear sky
664,Am Timan,TD,11.0297,20.2827,68.47,93,94,1.7,overcast clouds
665,Benguela,AO,-12.5763,13.4055,71.6,85,77,4.16,broken clouds
666,Calbuco,CL,-41.768,-73.1273,42.01,73,0,13.31,clear sky
667,Derzhavinsk,KZ,51.1,66.3167,58.73,87,56,10.33,broken clouds
668,Young,UY,-32.6833,-57.6333,55.22,93,100,16.51,overcast clouds
669,Hoopstad,ZA,-27.8327,25.9083,51.48,26,5,8.39,clear sky
670,Santiago Del Estero,AR,-27.7951,-64.2615,66.81,25,53,18.59,broken clouds
671,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,52,0,6.91,clear sky
672,Semey,KZ,50.4111,80.2275,64.62,94,75,0,light intensity shower rain
673,Guerrero Negro,MX,27.9769,-114.0611,76.71,65,4,16.06,clear sky
674,Bara,NG,10.3744,10.7288,73.78,88,98,9.48,overcast clouds
675,Cozumel,MX,20.5083,-86.9458,85.95,80,39,5.01,scattered clouds
676,Powell River,CA,49.8496,-124.5361,77.09,56,20,10.36,few clouds
677,Ulan-Ude,RU,51.8261,107.6098,53.49,94,90,0,fog
678,Neyshabur,IR,36.2133,58.7958,77.25,21,0,4.68,clear sky
679,Batemans Bay,AU,-35.7167,150.1833,57.2,57,61,3.24,broken clouds
680,Araguaina,BR,-7.1911,-48.2072,79.23,35,1,4.59,clear sky
681,Paragould,US,36.0584,-90.4973,88.09,70,92,5.14,overcast clouds
682,Wangqing,CN,43.3218,129.7634,71.55,79,100,1.99,overcast clouds
683,Port Shepstone,ZA,-30.7414,30.455,68.41,28,8,7.72,clear sky
684,Asfi,MA,32.2994,-9.2372,67.08,79,0,11.7,clear sky
685,Cassilandia,BR,-19.1133,-51.7342,70.56,37,16,5.12,few clouds
686,Meridian,US,43.6121,-116.3915,86.32,30,1,1.99,clear sky
